text,intent,sentiment
"This is unacceptable, ZENDFiber is not working properly at 100 Mbps .",complaint,angry
"This is unacceptable, ZENDFiber 100 Mbps is not working properly .",complaint,angry
Worst experience ever with ZENDFiber 1 Gbps .,complaint,angry
Worst experience ever with ZENDFiber 1 Gbps.,complaint,angry
I am unhappy with my ZENDCloud VM Pro service.,complaint,angry
I am unhappy with my ZENDCloud VM Pro service .,complaint,angry
"This is unacceptable, ZENDStorage 1TB is not working properly.",complaint,angry
"This is unacceptable, ZENDStorage 1TB is not working properly .",complaint,angry
Worst experience ever with ZENDFleet IoT .,complaint,angry
Worst experience ever with ZENDFleet IoT.,complaint,angry
I am unhappy with my Prepaid Basic service.,complaint,angry
I am unhappy with my Prepaid Basic service .,complaint,angry
"This is unacceptable, Prepaid Plus is not working properly.",complaint,angry
"This is unacceptable, Prepaid Plus is not working properly .",complaint,angry
Worst experience ever with Postpaid Gold.,complaint,angry
Worst experience ever with Postpaid Gold .,complaint,angry
I am unhappy with my ZENDFiber 100 Mbps service.,complaint,angry
I am unhappy with my ZENDFiber 100 Mbps service .,complaint,angry
"This is unacceptable, ZENDFiber 1 Gbps is not working properly .",complaint,angry
"This is unacceptable, ZENDFiber 1 Gbps is not working properly.",complaint,angry
Worst experience ever with ZENDCloud VM Pro .,complaint,angry
Worst experience ever with ZENDCloud VM Pro.,complaint,angry
I am unhappy with my ZENDStorage 1TB service .,complaint,angry
I am unhappy with my ZENDStorage 1TB service.,complaint,angry
"This is unacceptable, ZENDFleet IoT is not working properly.",complaint,angry
"This is unacceptable, ZENDFleet IoT is not working properly .",complaint,angry
Worst experience ever with Prepaid Basic.,complaint,angry
Worst experience ever with Prepaid Basic .,complaint,angry
I am unhappy with my Prepaid Plus service.,complaint,angry
I am unhappy with my Prepaid Plus service .,complaint,angry
"This is unacceptable, Postpaid Gold is not working properly.",complaint,angry
"This is unacceptable, Postpaid Gold is not working properly .",complaint,angry
Worst experience ever with ZENDFiber 100 Mbps .,complaint,angry
Worst experience ever with ZENDFiber 100 Mbps.,complaint,angry
I am unhappy with my ZENDFiber 1 Gbps service.,complaint,angry
I am unhappy with my ZENDFiber 1 Gbps service .,complaint,angry
"This is unacceptable, ZENDCloud VM Pro is not working properly.",complaint,angry
"This is unacceptable, ZENDCloud VM Pro is not working properly .",complaint,angry
Worst experience ever with ZENDStorage 1TB .,complaint,angry
Worst experience ever with ZENDStorage 1TB.,complaint,angry
I am unhappy with my ZENDFleet IoT service.,complaint,angry
I am unhappy with my ZENDFleet IoT service .,complaint,angry
"This is unacceptable, Prepaid Basic is not working properly.",complaint,angry
"This is unacceptable, Prepaid Basic is not working properly .",complaint,angry
Worst experience ever with Prepaid Plus.,complaint,angry
Worst experience ever with Prepaid Plus .,complaint,angry
I am unhappy with my Postpaid Gold service .,complaint,angry
I am unhappy with my Postpaid Gold service.,complaint,angry
"This is unacceptable, ZENDFiber is not working properly at 100 Mbps .",complaint,angry
"This is unacceptable, ZENDFiber 100 Mbps is not working properly .",complaint,angry
Worst experience ever with ZENDFiber 1 Gbps .,complaint,angry
Worst experience ever with ZENDFiber 1 Gbps.,complaint,angry
I am unhappy with my ZENDCloud VM Pro service.,complaint,angry
I am unhappy with my ZENDCloud VM Pro service .,complaint,angry
"This is unacceptable, ZENDStorage 1TB is not working properly.",complaint,angry
"This is unacceptable, ZENDStorage 1TB is not working properly .",complaint,angry
Worst experience ever with ZENDFleet IoT .,complaint,angry
Worst experience ever with ZENDFleet IoT.,complaint,angry
I am unhappy with my Prepaid Basic service.,complaint,angry
I am unhappy with my Prepaid Basic service .,complaint,angry
"This is unacceptable, Prepaid Plus is not working properly.",complaint,angry
"This is unacceptable, Prepaid Plus is not working properly .",complaint,angry
Worst experience ever with Postpaid Gold.,complaint,angry
Worst experience ever with Postpaid Gold .,complaint,angry
I am unhappy with my ZENDFiber 100 Mbps service.,complaint,angry
I am unhappy with my ZENDFiber 100 Mbps service .,complaint,angry
"This is unacceptable, ZENDFiber 1 Gbps is not working properly .",complaint,angry
"This is unacceptable, ZENDFiber 1 Gbps is not working properly.",complaint,angry
Worst experience ever with ZENDCloud VM Pro .,complaint,angry
Worst experience ever with ZENDCloud VM Pro.,complaint,angry
I am unhappy with my ZENDStorage 1TB service .,complaint,angry
I am unhappy with my ZENDStorage 1TB service.,complaint,angry
"This is unacceptable, ZENDFleet IoT is not working properly.",complaint,angry
"This is unacceptable, ZENDFleet IoT is not working properly .",complaint,angry
Worst experience ever with Prepaid Basic.,complaint,angry
Worst experience ever with Prepaid Basic .,complaint,angry
I am unhappy with my Prepaid Plus service.,complaint,angry
I am unhappy with my Prepaid Plus service .,complaint,angry
"This is unacceptable, Postpaid Gold is not working properly.",complaint,angry
"This is unacceptable, Postpaid Gold is not working properly .",complaint,angry
Worst experience ever with ZENDFiber 100 Mbps .,complaint,angry
Worst experience ever with ZENDFiber 100 Mbps.,complaint,angry
I am unhappy with my ZENDFiber 1 Gbps service.,complaint,angry
I am unhappy with my ZENDFiber 1 Gbps service .,complaint,angry
"This is unacceptable, ZENDCloud VM Pro is not working properly.",complaint,angry
"This is unacceptable, ZENDCloud VM Pro is not working properly .",complaint,angry
Worst experience ever with ZENDStorage 1TB .,complaint,angry
Worst experience ever with ZENDStorage 1TB.,complaint,angry
I am unhappy with my ZENDFleet IoT service.,complaint,angry
I am unhappy with my ZENDFleet IoT service .,complaint,angry
"This is unacceptable, Prepaid Basic is not working properly.",complaint,angry
"This is unacceptable, Prepaid Basic is not working properly .",complaint,angry
Worst experience ever with Prepaid Plus.,complaint,angry
Worst experience ever with Prepaid Plus .,complaint,angry
I am unhappy with my Postpaid Gold service .,complaint,angry
I am unhappy with my Postpaid Gold service.,complaint,angry
"This is unacceptable, ZENDFiber is not working properly at 100 Mbps .",complaint,angry
"This is unacceptable, ZENDFiber 100 Mbps is not working properly .",complaint,angry
Worst experience ever with ZENDFiber 1 Gbps .,complaint,angry
Worst experience ever with ZENDFiber 1 Gbps.,complaint,angry
I am unhappy with my ZENDCloud VM Pro service.,complaint,angry
I am unhappy with my ZENDCloud VM Pro service .,complaint,angry
"This is unacceptable, ZENDStorage 1TB is not working properly.",complaint,angry
"This is unacceptable, ZENDStorage 1TB is not working properly .",complaint,angry
Worst experience ever with ZENDFleet IoT .,complaint,angry
Worst experience ever with ZENDFleet IoT.,complaint,angry
I am unhappy with my Prepaid Basic service.,complaint,angry
I am unhappy with my Prepaid Basic service .,complaint,angry
"This is unacceptable, Prepaid Plus is not working properly.",complaint,angry
"This is unacceptable, Prepaid Plus is not working properly .",complaint,angry
Worst experience ever with Postpaid Gold.,complaint,angry
Worst experience ever with Postpaid Gold .,complaint,angry
I am unhappy with my ZENDFiber 100 Mbps service.,complaint,angry
I am unhappy with my ZENDFiber 100 Mbps service .,complaint,angry
"This is unacceptable, ZENDFiber 1 Gbps is not working properly .",complaint,angry
"This is unacceptable, ZENDFiber 1 Gbps is not working properly.",complaint,angry
Worst experience ever with ZENDCloud VM Pro .,complaint,angry
Worst experience ever with ZENDCloud VM Pro.,complaint,angry
I am unhappy with my ZENDStorage 1TB service .,complaint,angry
I am unhappy with my ZENDStorage 1TB service.,complaint,angry
"This is unacceptable, ZENDFleet IoT is not working properly.",complaint,angry
"This is unacceptable, ZENDFleet IoT is not working properly .",complaint,angry
Worst experience ever with Prepaid Basic.,complaint,angry
Worst experience ever with Prepaid Basic .,complaint,angry
I am unhappy with my Prepaid Plus service.,complaint,angry
I am unhappy with my Prepaid Plus service .,complaint,angry
"This is unacceptable, Postpaid Gold is not working properly.",complaint,angry
"This is unacceptable, Postpaid Gold is not working properly .",complaint,angry
Worst experience ever with ZENDFiber 100 Mbps .,complaint,angry
Worst experience ever with ZENDFiber 100 Mbps.,complaint,angry
I am unhappy with my ZENDFiber 1 Gbps service.,complaint,angry
I am unhappy with my ZENDFiber 1 Gbps service .,complaint,angry
"This is unacceptable, ZENDCloud VM Pro is not working properly.",complaint,angry
"This is unacceptable, ZENDCloud VM Pro is not working properly .",complaint,angry
Worst experience ever with ZENDStorage 1TB .,complaint,angry
Worst experience ever with ZENDStorage 1TB.,complaint,angry
I am unhappy with my ZENDFleet IoT service.,complaint,angry
I am unhappy with my ZENDFleet IoT service .,complaint,angry
"This is unacceptable, Prepaid Basic is not working properly.",complaint,angry
"This is unacceptable, Prepaid Basic is not working properly .",complaint,angry
Worst experience ever with Prepaid Plus.,complaint,angry
Worst experience ever with Prepaid Plus .,complaint,angry
I am unhappy with my Postpaid Gold service .,complaint,angry
I am unhappy with my Postpaid Gold service.,complaint,angry
"This is unacceptable, ZENDFiber is not working properly at 100 Mbps .",complaint,angry
"This is unacceptable, ZENDFiber 100 Mbps is not working properly .",complaint,angry
Worst experience ever with ZENDFiber 1 Gbps .,complaint,angry
Worst experience ever with ZENDFiber 1 Gbps.,complaint,angry
I am unhappy with my ZENDCloud VM Pro service.,complaint,angry
I am unhappy with my ZENDCloud VM Pro service .,complaint,angry
"This is unacceptable, ZENDStorage 1TB is not working properly.",complaint,angry
"This is unacceptable, ZENDStorage 1TB is not working properly .",complaint,angry
Worst experience ever with ZENDFleet IoT .,complaint,angry
Worst experience ever with ZENDFleet IoT.,complaint,angry
I am unhappy with my Prepaid Basic service.,complaint,angry
I am unhappy with my Prepaid Basic service .,complaint,angry
"This is unacceptable, Prepaid Plus is not working properly.",complaint,angry
"This is unacceptable, Prepaid Plus is not working properly .",complaint,angry
Worst experience ever with Postpaid Gold.,complaint,angry
Worst experience ever with Postpaid Gold .,complaint,angry
I am unhappy with my ZENDFiber 100 Mbps service.,complaint,angry
I am unhappy with my ZENDFiber 100 Mbps service .,complaint,angry
"This is unacceptable, ZENDFiber 1 Gbps is not working properly .",complaint,angry
"This is unacceptable, ZENDFiber 1 Gbps is not working properly.",complaint,angry
Worst experience ever with ZENDCloud VM Pro .,complaint,angry
Worst experience ever with ZENDCloud VM Pro.,complaint,angry
I am unhappy with my ZENDStorage 1TB service .,complaint,angry
I am unhappy with my ZENDStorage 1TB service.,complaint,angry
"This is unacceptable, ZENDFleet IoT is not working properly.",complaint,angry
"This is unacceptable, ZENDFleet IoT is not working properly .",complaint,angry
Worst experience ever with Prepaid Basic.,complaint,angry
Worst experience ever with Prepaid Basic .,complaint,angry
I am unhappy with my Prepaid Plus service.,complaint,angry
I am unhappy with my Prepaid Plus service .,complaint,angry
"This is unacceptable, Postpaid Gold is not working properly.",complaint,angry
"This is unacceptable, Postpaid Gold is not working properly .",complaint,angry
Worst experience ever with ZENDFiber 100 Mbps .,complaint,angry
Worst experience ever with ZENDFiber 100 Mbps.,complaint,angry
I am unhappy with my ZENDFiber 1 Gbps service.,complaint,angry
I am unhappy with my ZENDFiber 1 Gbps service .,complaint,angry
"This is unacceptable, ZENDCloud VM Pro is not working properly.",complaint,angry
"This is unacceptable, ZENDCloud VM Pro is not working properly .",complaint,angry
Worst experience ever with ZENDStorage 1TB .,complaint,angry
Worst experience ever with ZENDStorage 1TB.,complaint,angry
I am unhappy with my ZENDFleet IoT service.,complaint,angry
I am unhappy with my ZENDFleet IoT service .,complaint,angry
"This is unacceptable, Prepaid Basic is not working properly.",complaint,angry
"This is unacceptable, Prepaid Basic is not working properly .",complaint,angry
Worst experience ever with Prepaid Plus.,complaint,angry
Worst experience ever with Prepaid Plus .,complaint,angry
I am unhappy with my Postpaid Gold service .,complaint,angry
I am unhappy with my Postpaid Gold service.,complaint,angry
"This is unacceptable, ZENDFiber is not working properly at 100 Mbps .",complaint,angry
"This is unacceptable, ZENDFiber 100 Mbps is not working properly .",complaint,angry
Worst experience ever with ZENDFiber 1 Gbps .,complaint,angry
Worst experience ever with ZENDFiber 1 Gbps.,complaint,angry
I am unhappy with my ZENDCloud VM Pro service.,complaint,angry
I am unhappy with my ZENDCloud VM Pro service .,complaint,angry
"This is unacceptable, ZENDStorage 1TB is not working properly.",complaint,angry
